20.4,	111
21.4,	111
21.4,	114
22,	118
22.6,	119
24.6,	121
24.8,	123
25.2,	124
25.8,	122
26,    122
26.6,	121
26.6,	127
27.2,	124
27.2,	131
27.8,	128
28,	116
28,	120
31.6,	133
33.4,	140
